CustID,State,Age,Plan,MonthlyRecharge,DataGB,CallsMin,SMS,Churn
434,Bihar,25,Prepaid,261.92,3.45,192,109,No
435,Andhra Pradesh,60,Postpaid,1735.89,33.79,567,318,No
436,Nagaland,41,Postpaid,1500.12,98.6,432,226,No
437,Rajasthan,40,Prepaid,1135.44,55.76,483,148,Yes
438,Manipur,26,Prepaid,1746.64,73.38,150,275,Yes
439,Telangana,57,Prepaid,1313.97,88.25,964,127,Yes
440,Haryana,38,Postpaid,159.71,91.59,557,152,No
441,Tamil Nadu,55,Prepaid,175.59,71.42,789,488,No
442,Gujarat,45,Postpaid,120.67,41.67,665,73,No
443,Telangana,55,Postpaid,1510.76,56.61,490,318,No
444,Himachal Pradesh,64,Postpaid,556.37,12.79,64,258,No
445,Assam,44,Postpaid,78.07,66.75,297,171,Yes
446,Sikkim,21,Postpaid,654.11,89.54,331,44,Yes
447,West Bengal,70,Postpaid,276.92,69.18,466,119,Yes
448,Punjab,35,Prepaid,1778.81,44.15,679,116,Yes
449,Chhattisgarh,52,Prepaid,300.08,53.16,611,123,No
450,Telangana,48,Postpaid,1536.26,37.85,819,138,Yes
451,Karnataka,45,Prepaid,1132.66,87.03,739,315,No
452,Telangana,53,Prepaid,106.55,47.44,981,142,No
453,Himachal Pradesh,40,Prepaid,368.54,46.34,597,237,Yes
454,Telangana,59,Prepaid,1129.96,8.46,750,173,No
455,Andhra Pradesh,61,Prepaid,587.44,90.65,195,347,No
456,Goa,65,Postpaid,420.53,81.28,792,181,No
457,Bihar,20,Postpaid,1744.21,17.26,645,467,Yes
458,West Bengal,39,Prepaid,952.82,7.15,424,318,No
459,West Bengal,61,Postpaid,1975.75,68.94,263,227,No
460,Telangana,46,Prepaid,75.21,13.36,989,188,No
461,Nagaland,52,Postpaid,979.34,38.37,549,159,No
462,Assam,24,Prepaid,317.96,37.79,421,129,No
463,Uttar Pradesh,25,Postpaid,1939.04,20.47,527,396,Yes
464,Himachal Pradesh,38,Postpaid,331.35,92.62,229,442,No
465,Uttar Pradesh,63,Postpaid,1209.72,82.29,362,243,Yes
466,Odisha,48,Prepaid,543.76,78.89,195,191,No
467,Sikkim,55,Postpaid,1848.53,22.63,207,453,Yes
468,Himachal Pradesh,22,Postpaid,1450.49,73.36,486,183,Yes
469,Telangana,54,Prepaid,1912.32,1.79,136,388,No
470,Uttar Pradesh,55,Prepaid,1869.37,41.61,956,90,Yes
471,Meghalaya,48,Postpaid,178.75,13.5,122,358,No
472,Nagaland,29,Prepaid,1455.98,26.47,312,7,Yes
473,Assam,52,Prepaid,863.14,42.71,346,249,Yes
474,Manipur,22,Prepaid,1422.45,89.8,889,144,No
475,Tamil Nadu,22,Postpaid,554.25,18.84,946,105,No
476,Uttar Pradesh,25,Postpaid,1439.71,14.43,995,323,Yes
477,Himachal Pradesh,47,Postpaid,1911.99,97.22,109,317,Yes
478,Rajasthan,45,Prepaid,961.73,63.75,909,325,No
479,Manipur,25,Prepaid,1172.01,99.48,838,312,Yes
480,Tripura,60,Postpaid,74.5,76,140,361,No
481,Himachal Pradesh,58,Postpaid,1671.21,14.49,610,353,Yes
482,Gujarat,38,Prepaid,507.96,46.44,217,269,No
483,Maharashtra,31,Postpaid,894.46,85.3,757,114,No
484,Madhya Pradesh,52,Postpaid,601.03,84.96,954,382,Yes
485,Gujarat,31,Postpaid,1585.68,28.22,939,164,Yes
486,Karnataka,52,Postpaid,1789.32,46.97,717,400,Yes
487,Nagaland,66,Prepaid,447.17,13.3,360,498,No
488,Telangana,48,Postpaid,375.6,24.52,785,263,Yes
489,Rajasthan,50,Prepaid,86.21,92.77,945,162,Yes
490,Telangana,22,Postpaid,181.55,71.82,151,234,Yes
491,Gujarat,19,Postpaid,1801.93,23.49,713,151,Yes
492,Uttar Pradesh,20,Postpaid,425.98,10.64,226,243,Yes
493,Meghalaya,54,Postpaid,1925.47,48.31,633,425,Yes
494,Tripura,45,Postpaid,1304.11,20.99,729,436,No
495,Goa,18,Prepaid,514.62,95.36,396,138,Yes
496,Arunachal Pradesh,64,Postpaid,1714.2,71.39,517,138,Yes
497,Jharkhand,62,Prepaid,1505.07,17.28,832,217,Yes
498,Jharkhand,32,Postpaid,572.08,89.04,507,148,Yes
499,Tripura,44,Postpaid,1827.74,97.62,474,132,Yes
500,Sikkim,41,Prepaid,1178.83,96.66,378,2,No
501,Uttar Pradesh,70,Prepaid,1123.21,98.61,583,383,Yes
502,Mizoram,28,Prepaid,1524.27,85.72,438,112,No
503,Uttarakhand,24,Prepaid,1694.94,31.24,623,48,Yes
504,Assam,34,Postpaid,1278.44,22.98,909,428,Yes
505,Meghalaya,68,Prepaid,1297.73,57.34,909,397,No
506,Andhra Pradesh,40,Postpaid,939.84,36.84,657,216,No
507,Rajasthan,53,Postpaid,778.67,34.93,894,292,No
508,Maharashtra,48,Prepaid,1985.45,13.97,944,495,Yes
509,Chhattisgarh,63,Postpaid,910.04,69.17,883,387,No
510,Rajasthan,40,Postpaid,924.63,35.92,288,135,No
511,Jharkhand,53,Prepaid,1894.62,40.58,58,359,No
512,Rajasthan,66,Prepaid,1189.72,85.41,403,322,No
513,Uttarakhand,69,Postpaid,1516.85,10.85,429,442,Yes
514,Nagaland,25,Prepaid,297.42,46.46,148,332,Yes
515,Arunachal Pradesh,56,Postpaid,1018.82,13.28,108,123,Yes
516,Mizoram,59,Prepaid,1786.24,34.9,66,209,No
517,Andhra Pradesh,24,Prepaid,1851.31,94.06,400,16,Yes
518,Meghalaya,24,Postpaid,1921.58,89.63,900,264,No
519,Meghalaya,59,Prepaid,748.65,40.73,997,489,Yes
520,Tamil Nadu,54,Postpaid,1328.8,94.68,617,48,No
521,Uttarakhand,32,Postpaid,1887.15,48.12,289,354,No
522,Gujarat,47,Postpaid,249.37,49.31,495,444,Yes
523,Tamil Nadu,61,Postpaid,1027.82,50.66,226,143,Yes
524,Himachal Pradesh,58,Postpaid,1859.65,90.37,510,391,No
525,Gujarat,40,Prepaid,836.39,31.36,278,287,No
526,Uttar Pradesh,47,Postpaid,1784.15,4.08,482,358,No
527,Sikkim,51,Postpaid,598.85,39.13,498,36,No
528,Chhattisgarh,45,Postpaid,1123.18,54.09,342,413,No
529,West Bengal,26,Prepaid,1036.87,94.4,679,427,No
530,Mizoram,65,Postpaid,1997.78,1.3,262,353,Yes
531,Assam,70,Postpaid,1721.61,9.2,97,215,No
532,Himachal Pradesh,18,Prepaid,286.05,60.05,878,240,Yes
533,Arunachal Pradesh,58,Postpaid,1808.81,71.25,932,426,Yes
534,West Bengal,32,Postpaid,1999.87,23.61,407,467,Yes
535,Rajasthan,39,Postpaid,1590.24,7.82,797,148,Yes
536,Telangana,70,Prepaid,74.89,58.49,255,232,Yes
537,Jharkhand,20,Prepaid,1817.18,6.94,924,256,Yes
538,Rajasthan,34,Postpaid,843.52,8.59,218,87,Yes
539,Karnataka,38,Prepaid,1842.77,46.16,725,315,No
540,Madhya Pradesh,29,Postpaid,1047.38,55.05,55,91,No
541,Punjab,33,Postpaid,1215.89,46.13,227,149,No
542,Himachal Pradesh,21,Postpaid,1555.12,52.01,881,114,Yes
543,Karnataka,21,Prepaid,1292.01,31.53,507,220,Yes
544,Chhattisgarh,57,Postpaid,594.93,84.08,108,299,Yes
545,Haryana,24,Postpaid,1098.82,44.48,743,275,Yes
546,Punjab,38,Postpaid,164.51,84.26,371,479,Yes
547,Odisha,58,Postpaid,1539.57,11.2,424,5,No
548,Manipur,70,Postpaid,1449.32,59.24,689,469,Yes
549,West Bengal,27,Prepaid,1938.18,33.06,301,486,Yes
550,Jharkhand,52,Postpaid,485.68,65.89,822,168,Yes
551,Goa,19,Postpaid,1463.88,79.74,737,294,Yes
552,Rajasthan,53,Prepaid,950.27,38.41,511,403,Yes
553,Arunachal Pradesh,33,Prepaid,158.62,14.02,134,383,No
554,Mizoram,42,Postpaid,1620.43,59.44,908,125,No
555,Uttarakhand,55,Postpaid,1731.84,20.55,205,8,Yes
556,Assam,32,Postpaid,1634.9,96.13,901,12,No
557,Uttar Pradesh,59,Prepaid,1552.58,70.17,310,80,No
558,Maharashtra,70,Postpaid,697.06,11.42,581,66,Yes
559,Karnataka,26,Postpaid,377.16,63.23,147,23,Yes
560,Haryana,20,Prepaid,1527.42,92.38,807,208,No
561,Sikkim,50,Prepaid,1190.01,17.17,804,20,No
562,Meghalaya,46,Prepaid,1136.65,23.56,574,318,No
563,Rajasthan,65,Postpaid,903.94,35.26,699,259,Yes
564,Tamil Nadu,38,Postpaid,359.46,22.03,862,263,Yes
565,Sikkim,55,Prepaid,507.84,63.88,242,437,Yes
566,Nagaland,50,Postpaid,1560.35,25.56,278,465,No
567,West Bengal,18,Prepaid,1067.69,85.03,620,235,No
568,Karnataka,51,Postpaid,1747.15,67.08,399,365,Yes
569,Assam,51,Postpaid,445.63,92.26,309,497,No
570,Madhya Pradesh,36,Postpaid,1150.31,4.74,53,241,No
571,Karnataka,66,Postpaid,747.55,40.15,976,229,No
572,Haryana,45,Postpaid,1183.99,15.81,550,204,No
573,Rajasthan,61,Postpaid,1736.67,90.27,450,161,No
574,Arunachal Pradesh,46,Prepaid,1836.03,68.2,967,381,No
575,Karnataka,41,Prepaid,1067.2,12.45,969,193,No
576,Nagaland,44,Prepaid,1104.97,55.74,727,193,Yes
577,Meghalaya,63,Prepaid,442.95,36.43,117,254,No
578,Himachal Pradesh,42,Postpaid,561.24,38.37,633,146,No
579,Telangana,49,Prepaid,1267.73,32.68,222,321,Yes
580,Telangana,55,Postpaid,1460.54,96.55,143,18,No
581,Sikkim,68,Prepaid,1649.29,98.25,492,366,No
582,Jharkhand,20,Prepaid,418.07,7.26,761,428,No
583,Odisha,45,Prepaid,956.2,73.52,163,138,Yes
584,Odisha,18,Postpaid,1235.2,68.77,953,397,No
585,Rajasthan,49,Postpaid,947.08,15.76,416,385,Yes
586,Sikkim,30,Prepaid,755.89,91.94,226,220,Yes
587,Mizoram,23,Postpaid,428.41,59.93,628,30,Yes
588,Jharkhand,33,Postpaid,112.69,80.23,451,348,Yes
589,Tamil Nadu,43,Postpaid,610.91,2.13,360,369,Yes
590,Punjab,58,Prepaid,315.49,73.26,180,216,Yes
591,Arunachal Pradesh,54,Postpaid,1534.33,99.73,768,164,No
592,Arunachal Pradesh,44,Prepaid,1696,22.53,631,299,Yes
593,Maharashtra,61,Postpaid,218.58,98.27,681,409,Yes
594,Gujarat,18,Prepaid,480.14,34.49,390,317,Yes
595,Himachal Pradesh,66,Postpaid,1549.88,18.17,231,242,No
596,Goa,51,Postpaid,1342.25,70.51,403,175,Yes
597,Haryana,38,Postpaid,1554.35,71.74,675,398,Yes
598,Assam,26,Prepaid,1734.66,99.38,558,128,No
599,Madhya Pradesh,44,Postpaid,1320.26,78.57,310,496,Yes
600,Madhya Pradesh,36,Postpaid,1236.01,89.89,192,206,Yes
601,Kerala,21,Prepaid,1814.54,35.67,85,347,Yes
602,Uttarakhand,37,Postpaid,633.91,97.75,563,486,Yes
603,Rajasthan,53,Postpaid,794.28,81.12,451,193,Yes
604,Sikkim,37,Postpaid,834.48,87.08,592,311,Yes
605,Punjab,58,Prepaid,1074.18,54.86,864,133,Yes
606,Andhra Pradesh,64,Prepaid,806.38,34.46,834,31,Yes
607,Telangana,55,Postpaid,111.5,91.9,569,462,No
608,Bihar,20,Postpaid,1673.93,65.13,574,209,No
609,Mizoram,70,Prepaid,342.64,29.52,690,231,No
610,Bihar,66,Postpaid,1903.5,94.66,606,43,Yes
611,West Bengal,53,Postpaid,379.65,30.66,882,51,No
612,Andhra Pradesh,67,Prepaid,168.52,21.29,556,168,No
613,Uttarakhand,47,Postpaid,1234.24,50.37,310,172,No
614,Mizoram,62,Postpaid,977.55,48.04,705,181,No
615,Arunachal Pradesh,45,Postpaid,776.51,11.97,627,344,Yes
616,Uttar Pradesh,58,Prepaid,587.05,15.15,388,270,No
617,Mizoram,36,Prepaid,854.78,27.58,360,394,No
618,Maharashtra,24,Postpaid,994.81,63.98,146,213,Yes
619,Kerala,61,Prepaid,1230.17,79.62,368,43,No
620,Kerala,51,Postpaid,1586.98,27.15,836,263,Yes
621,Karnataka,20,Prepaid,481.31,31.42,881,48,No
622,Mizoram,53,Prepaid,528.25,82.76,739,437,Yes
623,Maharashtra,35,Postpaid,1114.09,74.73,571,74,Yes
624,Mizoram,38,Postpaid,1528.77,7.09,471,147,No
625,Uttar Pradesh,51,Postpaid,1453.47,98.21,779,235,No
626,Madhya Pradesh,30,Prepaid,301.47,34.2,528,305,Yes
627,Madhya Pradesh,61,Postpaid,1092.11,44.11,876,15,Yes
628,Andhra Pradesh,65,Prepaid,603.23,40.04,938,458,No
629,Arunachal Pradesh,70,Prepaid,755.57,82.1,442,492,Yes
630,West Bengal,47,Prepaid,1447.25,36.75,388,495,No
631,Punjab,70,Postpaid,1889.17,77.35,96,290,No
632,West Bengal,50,Prepaid,1087.36,27.83,488,425,No
633,Assam,64,Prepaid,775.62,74.16,257,439,Yes
634,West Bengal,22,Postpaid,69.91,38.52,524,217,No
635,Assam,28,Prepaid,778.88,34.58,961,148,No
636,Uttar Pradesh,64,Prepaid,280.76,32.89,168,88,No
637,Tripura,55,Postpaid,1996.69,88.51,89,38,Yes
638,Punjab,48,Postpaid,252.2,22.93,684,222,No
639,Bihar,32,Prepaid,1713.54,89.35,473,32,Yes
640,Maharashtra,64,Postpaid,820.69,3.99,842,36,Yes
641,Haryana,47,Prepaid,1861.27,81.42,313,15,Yes
642,Assam,51,Postpaid,608.47,43.39,304,367,No
643,Bihar,48,Postpaid,484.99,91.55,1000,107,No
644,Assam,64,Prepaid,1556.93,79.01,894,188,Yes
645,Bihar,45,Prepaid,127.2,56.86,902,288,Yes
646,Mizoram,20,Prepaid,242.44,75,225,500,No
647,Chhattisgarh,64,Postpaid,395.23,71.05,960,273,Yes
648,Karnataka,29,Postpaid,1703.61,52.33,858,122,No
649,Rajasthan,61,Prepaid,171.88,19.47,365,139,No
650,Assam,49,Prepaid,1717.44,24.63,117,391,No
651,Manipur,33,Prepaid,376.32,85.59,774,150,Yes
652,Himachal Pradesh,39,Prepaid,951.46,92.22,942,83,No
653,Tripura,46,Prepaid,381.91,92.13,711,194,No
654,Nagaland,66,Postpaid,357.8,93.15,528,208,No
655,Karnataka,19,Prepaid,433.62,23.43,130,273,No
656,Nagaland,20,Prepaid,59.82,58.9,719,296,No
657,Himachal Pradesh,37,Postpaid,1396.07,42.02,364,209,No
658,West Bengal,69,Prepaid,1183.49,32.23,764,226,Yes
659,Rajasthan,63,Postpaid,1378.77,59.59,669,298,Yes
660,Arunachal Pradesh,70,Prepaid,1245.89,56.75,653,247,Yes
661,Arunachal Pradesh,41,Postpaid,758.23,68.88,269,4,Yes
662,Chhattisgarh,68,Prepaid,1336.01,68.16,215,238,No
663,Haryana,47,Prepaid,578.56,29.1,461,153,Yes
664,Tripura,45,Prepaid,225.84,41.89,425,211,Yes
665,Bihar,37,Prepaid,1337.02,17.92,948,421,No
666,Uttar Pradesh,58,Postpaid,1562.54,83.63,990,423,No
667,Arunachal Pradesh,67,Prepaid,916.54,5.32,56,71,Yes
668,Rajasthan,70,Postpaid,560.11,64.47,200,42,Yes
669,Chhattisgarh,18,Postpaid,331.87,19.66,480,420,No
670,Arunachal Pradesh,27,Postpaid,821.07,68.31,275,140,Yes
671,Punjab,32,Postpaid,604.11,5.79,224,5,Yes
672,Chhattisgarh,42,Postpaid,487.77,51.29,792,100,Yes
673,Telangana,70,Prepaid,1366.64,46,104,61,Yes
674,Haryana,35,Postpaid,1157.49,55.44,97,314,No
675,Maharashtra,18,Postpaid,1622.15,27.49,840,460,No
676,Haryana,48,Prepaid,298.26,72.55,285,207,No
677,Madhya Pradesh,55,Prepaid,843.05,22.53,762,19,Yes
678,Bihar,51,Prepaid,1303.79,6.23,710,152,No
679,Madhya Pradesh,53,Prepaid,505.07,73.34,339,63,Yes
680,Madhya Pradesh,49,Postpaid,1487.45,80.88,116,332,Yes
681,Arunachal Pradesh,56,Prepaid,978.27,73.65,160,139,No
682,Sikkim,26,Postpaid,1302.4,28.38,926,442,No
683,Tamil Nadu,58,Postpaid,393.86,67.76,72,410,No
684,Uttar Pradesh,19,Prepaid,1483.94,25.45,930,226,Yes
685,Telangana,31,Prepaid,338.28,92.59,969,348,No
686,Nagaland,56,Postpaid,1526.26,87,500,60,No
687,Maharashtra,26,Postpaid,1436.05,60.05,255,454,No
688,Nagaland,32,Prepaid,1228.64,39.12,770,104,No
689,Rajasthan,46,Postpaid,1587.45,20.26,364,57,No
690,Mizoram,18,Postpaid,223.2,76.2,84,263,No
691,Punjab,47,Postpaid,1299.11,34.12,580,59,Yes
692,Odisha,64,Prepaid,277.17,38.9,704,260,Yes
693,Mizoram,26,Postpaid,595.3,94.15,372,286,Yes
694,Haryana,49,Prepaid,1531.2,5.47,281,9,No
695,Jharkhand,20,Prepaid,1337.57,26.58,682,363,Yes
696,Uttarakhand,35,Postpaid,1003.21,87.65,471,442,No
697,Maharashtra,21,Prepaid,1363.64,62.93,841,410,Yes
698,Odisha,28,Postpaid,1437.26,84.94,86,5,Yes
699,Rajasthan,51,Postpaid,876.11,59.35,971,165,Yes
700,Jharkhand,58,Prepaid,1086.55,9.11,680,209,Yes
701,Haryana,54,Prepaid,1851.89,22.9,265,404,Yes
702,Goa,47,Postpaid,1874.33,10.67,521,400,No
703,Assam,35,Postpaid,1778.36,60.63,283,259,No
704,Maharashtra,68,Postpaid,1069.86,38.78,710,87,No
705,Madhya Pradesh,55,Postpaid,221.01,4.5,127,415,Yes
706,Arunachal Pradesh,40,Prepaid,1610.83,18.4,869,35,No
707,Kerala,26,Prepaid,536.57,69.3,492,365,Yes
708,Maharashtra,27,Postpaid,1227.31,77.78,512,193,No
709,Jharkhand,61,Prepaid,1911.04,33.45,679,75,Yes
710,Nagaland,20,Postpaid,1588.99,82.8,311,499,Yes
711,Haryana,68,Prepaid,424.25,38.73,720,245,No
712,Andhra Pradesh,59,Postpaid,335.29,25.13,523,358,No
713,Haryana,70,Prepaid,647.16,61.19,785,72,Yes
714,Sikkim,44,Prepaid,1580.33,21.98,775,169,Yes
715,Punjab,28,Prepaid,192.68,80.88,967,279,No
716,Odisha,70,Postpaid,1362.73,62.59,432,191,No
717,Maharashtra,55,Postpaid,1058.74,28.89,310,63,No
718,Sikkim,30,Prepaid,1119.6,22.71,592,248,Yes
719,Manipur,46,Postpaid,210.17,40.82,413,125,No
720,Chhattisgarh,62,Postpaid,628.11,67.72,295,164,Yes
721,Kerala,35,Postpaid,296.86,39.37,679,208,Yes
722,Sikkim,23,Prepaid,1022.16,7.99,413,22,No
723,Uttar Pradesh,23,Prepaid,1125.41,33.42,194,395,Yes
724,Kerala,53,Prepaid,1212.98,67.59,713,231,No
725,Punjab,28,Postpaid,1853.99,73.14,866,73,Yes
726,Mizoram,64,Postpaid,1285.52,35.61,168,359,Yes
727,Andhra Pradesh,25,Postpaid,493.95,57.37,528,74,No
728,Tripura,19,Postpaid,1697.6,82.74,245,145,No
729,Punjab,43,Prepaid,882.26,53.96,411,34,Yes
730,Andhra Pradesh,63,Prepaid,397.57,66.73,788,266,Yes
731,Meghalaya,51,Postpaid,1598.7,31.91,836,399,No
732,Tripura,47,Postpaid,496.54,51.81,326,121,Yes
733,Karnataka,23,Prepaid,1715.76,30.81,177,359,Yes
734,Punjab,58,Prepaid,350.8,68.57,713,89,Yes
735,Chhattisgarh,55,Postpaid,422.3,27.22,488,227,Yes
736,Uttarakhand,56,Postpaid,566.65,75.15,858,417,No
737,Arunachal Pradesh,31,Prepaid,837.49,68.6,548,39,Yes
738,Sikkim,22,Postpaid,1481.83,20.34,677,287,No
739,Gujarat,43,Prepaid,541.6,79.53,920,87,Yes
740,Sikkim,58,Postpaid,984.1,5.01,279,38,No
741,Madhya Pradesh,68,Postpaid,1362.34,74.88,991,189,Yes
742,Himachal Pradesh,40,Postpaid,1047.46,3.18,740,369,Yes
743,Manipur,48,Prepaid,1249.08,96.13,455,184,No
744,Haryana,31,Prepaid,1604.21,18.89,732,425,No
745,Assam,45,Postpaid,964.52,64.73,274,192,Yes
746,Kerala,69,Postpaid,1049.48,30.41,948,418,Yes
747,Punjab,43,Postpaid,120.21,55.96,583,36,Yes
748,Punjab,61,Prepaid,585.81,2.95,927,306,Yes
749,Jharkhand,24,Postpaid,204.49,56.95,325,82,Yes
750,Madhya Pradesh,54,Prepaid,1180.46,11.3,287,351,Yes
751,Uttarakhand,59,Prepaid,1774.89,59.17,687,123,No
752,Haryana,18,Postpaid,311.13,21.65,538,77,Yes
753,Rajasthan,38,Postpaid,1590.93,63.24,297,51,No
754,Andhra Pradesh,45,Prepaid,435.99,22.96,556,234,Yes
755,Himachal Pradesh,46,Prepaid,419.25,22.51,241,222,Yes
756,Himachal Pradesh,53,Postpaid,906.28,2.8,211,396,No
757,Madhya Pradesh,64,Prepaid,624.95,15.44,163,149,Yes
758,Telangana,43,Postpaid,1457.87,44.81,340,217,No
759,Karnataka,55,Postpaid,1658.81,29.75,766,154,No
760,Gujarat,53,Postpaid,1320.51,44.69,734,378,Yes
761,Odisha,40,Prepaid,663.88,16.05,482,131,Yes
762,Meghalaya,35,Postpaid,489.01,6.36,580,185,Yes
763,Uttarakhand,58,Postpaid,1412.09,96.52,170,48,No
764,Mizoram,53,Prepaid,897.32,96.29,967,339,Yes
765,Sikkim,28,Prepaid,831.49,37.37,255,327,Yes
766,Sikkim,48,Prepaid,852.98,87.76,75,313,No
767,Tripura,30,Prepaid,294.7,42.63,339,60,Yes
768,Nagaland,44,Postpaid,544.96,45.3,659,225,No
769,Bihar,32,Postpaid,664.14,33.97,483,385,Yes
770,Punjab,24,Postpaid,1431.83,63.92,645,391,No
771,Telangana,21,Prepaid,485.58,1.21,1000,123,No
772,Bihar,24,Postpaid,1102.32,81.61,614,204,No
773,Karnataka,43,Postpaid,1381.18,42.43,667,431,Yes
774,Uttar Pradesh,25,Postpaid,1486.22,60.93,80,168,No
775,Nagaland,25,Postpaid,367.15,95.19,597,148,No
776,Jharkhand,46,Postpaid,1007.7,12.4,294,330,Yes
777,Nagaland,70,Prepaid,1210.82,6.4,497,104,Yes
778,Assam,35,Prepaid,462.58,22.2,612,258,Yes
779,Mizoram,35,Prepaid,1123.49,92.09,258,51,No
780,Bihar,23,Prepaid,1699.92,61.6,784,294,Yes
781,West Bengal,44,Prepaid,1174.39,89.94,372,478,Yes
782,Uttarakhand,52,Prepaid,307.74,55.39,481,308,Yes
783,Haryana,62,Prepaid,235.75,58.1,243,311,No
784,Telangana,29,Postpaid,1475,2.82,750,418,No
785,Odisha,22,Prepaid,460.62,68.82,491,174,Yes
786,Tamil Nadu,21,Postpaid,916.41,21.31,683,245,No
787,Gujarat,60,Postpaid,1610.41,73.39,424,344,No
788,Chhattisgarh,48,Postpaid,898.87,27.54,157,262,No
789,Uttarakhand,25,Postpaid,1377.64,48.45,112,350,Yes
790,Bihar,60,Postpaid,1800.2,61.12,175,159,Yes
791,Haryana,36,Postpaid,1417.71,76.77,808,99,Yes
792,Chhattisgarh,44,Prepaid,169.72,3.5,623,374,Yes
793,Maharashtra,53,Prepaid,1003.18,68.82,475,57,Yes
794,West Bengal,24,Postpaid,1514.11,98.36,908,392,No
795,Telangana,53,Postpaid,52.71,65.79,983,49,No
796,Rajasthan,69,Postpaid,1557.5,54.33,510,42,No
797,Uttar Pradesh,28,Prepaid,1087.63,78.99,691,44,No
798,Punjab,25,Prepaid,548.99,96.64,946,174,No
799,Gujarat,50,Postpaid,1171.55,67.73,739,250,No
800,Punjab,60,Prepaid,1368.02,56.31,503,182,Yes
801,Punjab,30,Prepaid,1329.54,9.46,572,77,Yes
802,Haryana,37,Postpaid,1718.28,82.45,548,384,Yes
803,Sikkim,26,Prepaid,1260.62,3.87,617,34,Yes
804,Arunachal Pradesh,37,Postpaid,795.24,54.51,203,180,No
805,Assam,46,Postpaid,259.6,85.81,397,138,No
806,Telangana,46,Prepaid,849.19,77.11,941,235,No
807,Rajasthan,34,Prepaid,1342.81,42.41,793,283,Yes
808,Bihar,40,Postpaid,546.1,42.34,430,479,No
809,Madhya Pradesh,22,Prepaid,540.86,99.87,219,77,No
810,Kerala,31,Postpaid,1861.75,67.09,336,137,No
811,Odisha,32,Prepaid,1699.57,51.32,831,6,No
812,Uttarakhand,51,Prepaid,1374.87,38.42,865,354,Yes
813,Tripura,51,Postpaid,73.48,69.33,868,440,No
814,Madhya Pradesh,42,Postpaid,245.58,77.83,936,341,Yes
815,Telangana,25,Postpaid,412.72,31.27,150,310,Yes
816,Haryana,44,Prepaid,1824.34,3.68,815,104,No
817,Mizoram,65,Postpaid,1161.7,42.41,396,210,Yes
818,Goa,46,Prepaid,82.52,72.82,116,31,Yes
819,Mizoram,36,Prepaid,415.33,67.74,97,110,Yes
820,Odisha,53,Postpaid,81.98,6.1,412,219,Yes
821,West Bengal,63,Prepaid,436.91,60.79,339,309,Yes
822,Karnataka,22,Postpaid,645.71,18.97,896,53,Yes
823,Gujarat,59,Postpaid,1747.36,91.39,393,313,Yes
824,Maharashtra,70,Postpaid,622.11,60.61,920,4,No
825,Goa,19,Prepaid,1398.33,22.44,508,430,No
826,Mizoram,24,Postpaid,931.58,57.02,498,343,No
827,Karnataka,23,Prepaid,120.35,95.55,250,190,Yes
828,Haryana,33,Postpaid,437.41,22.38,787,418,Yes
829,Rajasthan,24,Postpaid,850.2,99.83,543,113,No
830,Madhya Pradesh,70,Postpaid,1621.75,9.76,911,337,Yes
831,Andhra Pradesh,70,Prepaid,312.95,60.8,875,118,No
832,Andhra Pradesh,43,Postpaid,1677.02,28.96,477,429,No
833,Himachal Pradesh,59,Postpaid,1824.89,56.31,440,366,No
834,Himachal Pradesh,19,Postpaid,457.18,66.38,678,398,Yes
835,Assam,37,Postpaid,1278.36,24.26,932,384,Yes
836,Telangana,33,Prepaid,1880.74,78.42,696,396,Yes
837,Punjab,23,Postpaid,176.65,84.55,355,61,No
838,Bihar,30,Postpaid,1214.23,64.7,225,112,No
839,Maharashtra,63,Prepaid,1902.79,81.33,976,333,No
840,Maharashtra,38,Prepaid,1233.76,40.38,59,86,No
841,Uttarakhand,30,Postpaid,815.78,82.98,995,436,No
842,Uttar Pradesh,38,Postpaid,516.5,12.51,90,108,Yes
843,Arunachal Pradesh,61,Prepaid,874.2,2.58,429,403,No
844,Jharkhand,21,Prepaid,1002.88,93.95,156,69,Yes
845,Mizoram,40,Postpaid,191.58,48.69,998,47,No
846,Meghalaya,37,Postpaid,871.38,14.98,451,442,No
847,West Bengal,35,Prepaid,1207.74,72.1,897,431,No
848,Uttarakhand,36,Postpaid,1701.12,33.78,348,441,No
849,Nagaland,45,Prepaid,1711.78,83.49,337,217,No
850,Gujarat,46,Postpaid,1008.27,10.98,511,410,No
851,Mizoram,46,Prepaid,1107.64,11.25,462,226,Yes
852,Kerala,45,Prepaid,856.64,8.94,223,472,Yes
853,Andhra Pradesh,51,Postpaid,977.37,84.02,709,348,Yes
854,Bihar,44,Postpaid,143.04,55.95,457,271,No
855,Odisha,68,Postpaid,922.65,77.1,214,454,Yes
856,Sikkim,29,Postpaid,187.59,73.94,870,254,No
857,Odisha,31,Prepaid,1953.04,37.37,900,77,Yes
858,Tamil Nadu,48,Prepaid,1383.45,52.79,506,160,No
859,Goa,31,Postpaid,683.53,92.64,304,209,Yes
860,Andhra Pradesh,38,Postpaid,1219.18,18.99,840,283,Yes
861,Himachal Pradesh,50,Postpaid,1480.88,49.75,395,350,Yes
862,Odisha,70,Postpaid,674.39,99.07,882,103,Yes
863,Goa,40,Postpaid,1348.99,42.32,656,328,No
864,Nagaland,21,Prepaid,250.02,53.34,729,497,No
