College,State,NAAC,Students,Course,Placement%,AvgSalaryLPA,Recruiters
Krishnamurthy-Pau College,WB,C,4058,B.Sc,55.39,17.22,EY
Sodhi Group College,UP,C,3530,MBA,94.51,10.96,Wipro
Bawa-Ravel College,WB,C,1189,B.Sc,87.34,4.76,Deloitte
Vora Inc College,Delhi,B,2518,B.Tech,96.13,6.88,Infosys
Vaidya-Sastry College,MH,B,2498,B.Tech,51.98,18.87,Accenture
Balay-Rastogi College,Delhi,A,2078,MCA,87.37,7.92,Accenture
"Parikh, Devan and Wason College",UP,B,2972,MBA,44.6,6.96,Deloitte
Behl Group College,WB,B,2462,B.Sc,55.44,12.12,Wipro
Chandra-Srinivasan College,Delhi,A,2071,B.Tech,43.86,19.55,Deloitte
"Pant, Bhalla and Soman College",Delhi,B,3539,MBA,78.61,17.11,Infosys
Iyengar-Balakrishnan College,MH,B,1259,MBA,94.3,11.7,Infosys
Seth PLC College,Delhi,A,1885,MBA,61.13,17.37,Accenture
Dhingra-Radhakrishnan College,UP,C,3030,B.Sc,84.77,15.46,Infosys
"Chokshi, Sastry and Dua College",UP,A,1770,B.Tech,65.4,6.25,Wipro
Bansal and Sons College,Delhi,C,1212,MCA,45.49,17.67,Deloitte
Nigam-Boase College,WB,C,4843,B.Tech,90.52,16.39,TCS
Bali Group College,Delhi,C,2970,B.Sc,40.27,4.83,TCS
Varkey-Pai College,Delhi,C,1308,MBA,47.44,13.09,Infosys
"Mannan, Mukhopadhyay and Dasgupta College",KA,A,3200,MBA,99.86,13.59,Accenture
"Boase, Warrior and Minhas College",UP,A,4658,B.Sc,82.63,3.87,Infosys
Bal-Sahota College,TN,C,2635,MBA,47.9,7.9,EY
Kamdar-Chad College,TN,C,2856,B.Sc,33.12,17.14,Accenture
"Saran, Ram and Nigam College",WB,C,3647,B.Tech,96.54,16.83,Accenture
Borra Group College,TN,A,4166,MBA,59.7,11.71,Accenture
"Ghose, Peri and Sathe College",MH,A,1895,MBA,77.78,10.21,Deloitte
Wadhwa-Gala College,UP,C,3797,B.Tech,91.31,5.42,Accenture
Tripathi-Hayer College,TN,A,1892,B.Tech,93.2,6.69,EY
"Bhandari, Nair and Kadakia College",TN,C,3812,MBA,41.98,16.19,EY
Oommen Ltd College,TN,A,2059,MBA,77.97,9.58,Wipro
Shan Inc College,Delhi,B,3660,MCA,72.28,9.17,TCS
Kadakia-Kumer College,Delhi,A,4805,B.Sc,50.7,9.62,Wipro
Wali-Krishna College,MH,A,865,MBA,75.6,13.32,Deloitte
Sethi PLC College,KA,C,2867,B.Sc,90.32,14.57,Wipro
Kanda-Saini College,UP,A,1460,MCA,53.73,18.92,Deloitte
Badami-Sangha College,TN,A,1626,B.Sc,62.44,17.8,TCS
Deo LLC College,TN,C,4368,B.Tech,82.21,13.85,EY
Bumb PLC College,UP,B,1232,MCA,75.73,9.36,Wipro
Agrawal PLC College,WB,A,3279,B.Tech,46.44,19.9,Wipro
Peri Inc College,UP,B,2002,MBA,91.22,13.7,Wipro
Deep Ltd College,KA,B,2565,B.Tech,41.73,18.73,Accenture
Kanda Group College,UP,C,3719,MBA,62.72,16.55,Wipro
"Bala, Bath and Parekh College",TN,A,4979,MBA,40.84,7.62,Wipro
Thaman PLC College,UP,B,4146,MBA,68.54,12.51,Wipro
Puri-Varma College,MH,C,3464,B.Sc,72.11,12.68,Deloitte
Sachar-Bandi College,MH,C,3027,MCA,54.9,14.49,TCS
"Deol, Amble and Sibal College",TN,B,3143,B.Tech,96.72,4.73,Deloitte
Ravi PLC College,MH,B,4428,B.Tech,36.2,19.77,Deloitte
Doctor-Dass College,Delhi,A,4283,MCA,53.78,9.6,Accenture
Sethi-Ramaswamy College,UP,B,2394,MBA,45.77,3.4,Accenture
"Mangat, Dhar and Srinivasan College",KA,B,1823,MBA,34.34,19.72,EY
Iyer Group College,KA,A,2975,MBA,49.07,11.75,Wipro
Pradhan-Kanda College,KA,C,1783,B.Tech,89.74,7.91,Wipro
Varughese-Datta College,Delhi,C,4941,B.Sc,93.98,19.85,TCS
Dua-Wable College,MH,B,2635,MCA,96.47,9.1,Deloitte
Palan LLC College,KA,A,2496,MCA,81.6,9.99,Wipro
Sidhu-Bedi College,UP,C,1860,MBA,82.44,14.7,TCS
Sharaf PLC College,WB,B,3641,MBA,85.48,13.1,EY
Bhatt PLC College,UP,B,3950,MBA,68.16,6.91,EY
"Lata, Mukherjee and Patil College",WB,C,1494,B.Tech,37.75,5.51,Accenture
Guha Inc College,UP,C,2972,MBA,98.07,19.1,TCS
"Swaminathan, Grewal and Rau College",WB,C,4688,B.Tech,79.66,18.32,Infosys
Parmer LLC College,TN,C,4938,MCA,82.45,19.33,Deloitte
Das Ltd College,KA,C,4463,B.Tech,45.77,3.06,Wipro
"Luthra, Jaggi and Sangha College",KA,C,2349,B.Sc,83.97,13.72,Infosys
"Krishnamurthy, Pandit and Doshi College",KA,B,1729,B.Tech,34.22,16.43,EY
Pau-Rajagopal College,TN,C,2367,MCA,42.28,9.62,Infosys
Prasad-Barad College,UP,C,3073,MCA,71.92,11.05,Wipro
Behl-Shetty College,WB,B,2944,MBA,57.6,8.23,Accenture
Ravi LLC College,KA,A,957,B.Tech,61.3,8.37,EY
Chopra-Vyas College,KA,A,635,MBA,55.24,5.1,Infosys
Suri-Manda College,WB,B,2047,B.Tech,48.48,18.5,Infosys
Chaudry Inc College,WB,C,3296,MCA,30.85,4.42,Wipro
Dasgupta Group College,MH,C,2434,B.Tech,32.98,6.59,Infosys
"Mani, Deol and Gandhi College",TN,B,1364,B.Sc,55.08,12.91,Wipro
Talwar and Sons College,MH,B,2938,MBA,85.24,15.23,Accenture
Devi LLC College,WB,B,1258,B.Sc,61.66,11.68,Wipro
Pandey Group College,TN,B,3579,MCA,59.42,10.92,TCS
Kala-Kala College,TN,C,4379,MCA,33.4,14.23,Accenture
Chatterjee PLC College,KA,B,3100,MBA,76.01,18.39,Wipro
Bera Inc College,Delhi,A,2175,B.Tech,33.46,5.04,Wipro
"Das, Bali and Raman College",KA,C,2482,B.Sc,85.69,4.81,Infosys
Agrawal PLC College,MH,B,753,B.Sc,92.51,10.61,Deloitte
"Lall, Bala and Din College",TN,A,1737,MCA,68.95,12.54,Deloitte
Hayer LLC College,KA,A,3452,B.Tech,71.63,17.92,Accenture
Nagar-Behl College,TN,C,935,MBA,92.97,7.54,Accenture
"Bose, Lata and Desai College",Delhi,B,510,MBA,41.33,7.69,EY
Nayak-Mukhopadhyay College,Delhi,B,4993,MCA,79.14,9.25,Accenture
Barad Inc College,WB,A,4547,B.Tech,66.74,11.46,EY
Roy PLC College,WB,B,4087,B.Sc,64.25,19.08,EY
Lad PLC College,WB,C,3430,MCA,44.24,10.3,Infosys
Divan-Vasa College,Delhi,A,968,MCA,85.01,13.42,Accenture
Suri-Venkatesh College,WB,A,2421,MCA,68.07,4.28,Infosys
Ram and Sons College,UP,A,3124,B.Sc,72.7,10.93,EY
"Ram, Nadkarni and Chaudhary College",MH,A,4796,MBA,54.71,5.94,Accenture
Anne-Sharaf College,TN,C,3958,MCA,40.48,12.54,TCS
"Setty, Garg and Mahajan College",TN,A,4957,B.Tech,40.47,8.23,Accenture
"Dora, Manne and Gour College",MH,B,1512,B.Tech,72.86,3.23,Deloitte
Chauhan-Raj College,TN,B,4283,B.Tech,97.66,5.89,Deloitte
"Palla, Sharaf and Vig College",Delhi,B,4226,MBA,31.11,10.86,Infosys
Pau LLC College,UP,B,2328,MBA,76.77,6.64,TCS
Seshadri-Kunda College,KA,A,3582,MCA,43.62,4.04,Infosys
Dutta Group College,WB,A,1631,MCA,83.33,19.84,TCS
Prabhu-Sundaram College,MH,B,4980,MBA,39.43,8.21,EY
Setty Inc College,Delhi,C,3428,MBA,33.23,9.08,Deloitte
Zacharia-Deep College,Delhi,B,2644,B.Tech,35.99,11.65,Infosys
Krishnamurthy-Sekhon College,MH,B,2162,B.Sc,37.18,14.75,Accenture
Bobal-Karan College,UP,B,2875,MCA,67.26,12.78,TCS
Soman-Acharya College,KA,A,767,MBA,37.38,11.4,Infosys
Prakash-Panchal College,WB,C,3343,MCA,70.12,5.17,TCS
Krishnan-Shah College,UP,B,4231,MBA,43.8,17,Infosys
Arya LLC College,KA,B,4587,MCA,41.48,16.97,Deloitte
Kapadia Inc College,TN,A,786,B.Sc,83.85,9.34,Wipro
Tella PLC College,KA,A,735,B.Tech,82.47,10.32,Accenture
Khatri-Chaudhuri College,UP,B,896,B.Sc,88.54,16.11,Wipro
Kapadia Group College,KA,A,4638,B.Sc,97.32,10.05,EY
"Bora, Raman and Saraf College",Delhi,A,1676,MCA,40.37,18.6,Infosys
"Narain, Edwin and Dora College",TN,C,2923,MCA,48.35,6.72,TCS
Ravi-Sachdeva College,MH,A,1823,MCA,88.79,16.98,Infosys
Sastry PLC College,TN,C,2859,B.Tech,85.86,5.44,EY
"Tailor, Lanka and Golla College",TN,B,4927,MCA,71.49,14.44,EY
Agate-Ray College,TN,C,3342,B.Sc,61.94,11.13,TCS
"Majumdar, Narain and Hegde College",UP,C,3980,MBA,98.94,4.64,TCS
"Tandon, Sheth and Khare College",WB,B,1049,MCA,42.73,7.49,TCS
Sodhi and Sons College,UP,A,1186,B.Sc,95.31,19.04,Infosys
Venkatesh-Baria College,WB,A,1989,B.Sc,93.49,19.18,Infosys
Lall-Bhardwaj College,WB,B,4154,B.Tech,35.92,3.53,Infosys
D’Alia Ltd College,Delhi,B,1948,MBA,59.6,6.66,TCS
Shroff-Uppal College,KA,B,3280,MBA,76.72,17.35,TCS
"Barad, Sabharwal and Sane College",WB,C,555,MCA,54.42,5.65,Wipro
"Chandran, Jani and Patla College",Delhi,C,2529,B.Tech,99.39,9.64,TCS
Dara-Gupta College,KA,C,531,MCA,90.87,8.42,Accenture
Batra-Mahajan College,UP,B,3956,MCA,43.95,14.94,Wipro
"Manne, Srinivas and Gaba College",Delhi,B,708,MBA,41.94,12.64,Accenture
"Chaudhry, Ramesh and Chaudhari College",WB,B,4686,MCA,72.98,12.31,EY
Dash Ltd College,Delhi,C,4338,B.Tech,43.79,5.78,EY
Jhaveri LLC College,TN,B,3610,MCA,80.08,20,TCS
Seth-Bail College,Delhi,B,1080,MBA,82.32,10.4,EY
Sarkar-Sachdev College,MH,A,2408,MCA,44.35,13.96,Wipro
Andra LLC College,WB,B,4951,MCA,91.09,6.41,Wipro
Sarna-Garg College,UP,C,3037,MCA,93.42,16.97,Deloitte
Swaminathan Inc College,WB,A,4730,B.Sc,95.21,13.3,TCS
Ganguly Group College,KA,A,1852,MBA,92.67,14.65,Infosys
Yadav Ltd College,Delhi,B,3345,MBA,41.83,7.69,Wipro
Choudhury-Gade College,KA,B,3502,B.Sc,72.94,7.75,Deloitte
"Nagarajan, Pandey and Nagarajan College",Delhi,A,521,B.Sc,43.65,17.83,EY
"Brahmbhatt, Bassi and Sethi College",WB,B,1328,B.Tech,76.01,10.91,Wipro
"Bera, Kala and Jain College",Delhi,C,2666,MBA,91.53,17.68,Wipro
"Mitter, Prasad and Dash College",KA,B,1467,B.Sc,39.06,18.22,EY
Devan-Varughese College,MH,A,3651,B.Sc,78.42,3.54,Wipro
Pai-Maharaj College,MH,A,3813,B.Sc,79.76,3.72,EY
"Subramaniam, Kurian and Bora College",TN,C,2154,B.Sc,86.95,12.78,Infosys
"Varkey, Panchal and Trivedi College",KA,C,4080,B.Sc,39.9,18.17,TCS
Shan and Sons College,MH,C,4936,B.Tech,36.12,12.14,Infosys
Ranganathan PLC College,WB,C,3152,MBA,49.2,8.78,Accenture
"Varma, Nadig and Venkataraman College",MH,C,4968,MBA,95.13,11.34,Deloitte
"Biswas, Chandran and Wali College",TN,B,2771,B.Tech,72.67,17.73,Accenture
Parmar LLC College,Delhi,A,4420,B.Tech,41.87,8.14,Accenture
Ganesan and Sons College,KA,C,565,MBA,40.07,12.76,Accenture
"Loke, Mand and Tata College",MH,B,4396,B.Sc,31.11,7.69,Accenture
"Kara, Chanda and Mannan College",UP,B,938,MCA,84.83,16.79,Accenture
Kannan Inc College,WB,C,1513,B.Tech,63.24,17.37,EY
Patla-Badami College,TN,B,4044,B.Tech,79.57,3.62,EY
"Mani, Ganguly and Mandal College",WB,A,2782,MBA,53.9,14.35,Wipro
Sachdeva Group College,UP,C,3712,MBA,58.2,7.42,TCS
Banik LLC College,MH,C,2193,B.Tech,50.26,13.33,Accenture
Swamy Inc College,TN,B,4691,MBA,62.6,8.97,Deloitte
"Sama, Prabhu and Banik College",TN,C,3897,MBA,36.69,8.14,TCS
Bhavsar and Sons College,WB,B,3346,B.Sc,62.03,9.44,EY
"Jha, Mitra and Rau College",KA,C,1884,B.Tech,30.19,13.73,EY
"Kale, Baral and Desai College",KA,B,3120,MBA,30.6,9.92,EY
Ganesan-Jha College,Delhi,C,3358,MCA,83.32,3.15,TCS
Dasgupta-Raju College,Delhi,C,4720,B.Tech,87.18,14.05,EY
"Andra, Bumb and Zacharia College",KA,A,4758,B.Sc,84.87,19.65,TCS
"Chad, Pandya and Rout College",Delhi,A,1416,MCA,75.23,11.24,Deloitte
"Aurora, Tella and Memon College",Delhi,C,1633,MCA,58.94,19.96,Deloitte
"Krishnamurthy, Natarajan and Menon College",Delhi,C,2250,B.Sc,63.06,3.97,Wipro
D’Alia LLC College,UP,B,2017,B.Tech,85.19,19.31,Accenture
Lal-Bhatnagar College,MH,A,3528,MBA,60.38,6.7,Deloitte
Kumer Group College,Delhi,C,847,MCA,49.24,12.87,Accenture
Dubey-Loyal College,MH,B,4866,B.Sc,86.39,3.78,TCS
Bhandari-Toor College,MH,B,4546,B.Tech,75.28,3.1,Infosys
Malhotra-Sarraf College,WB,C,3829,MBA,78.77,10.9,EY
Dugar Ltd College,MH,B,2447,B.Tech,97.35,9.71,Wipro
"Bandi, Gola and Bahri College",TN,C,1653,MCA,58.32,13.57,TCS
"Singhal, Bhagat and Krishnamurthy College",UP,A,2554,B.Tech,75.63,17,EY
Mallick-Chaudhary College,KA,B,1249,B.Tech,33.83,15.22,Infosys
Sha Inc College,TN,C,4587,MBA,67.64,5.86,Infosys
Kala-Andra College,MH,A,4206,B.Tech,39.06,5.25,Wipro
Swamy Ltd College,TN,B,2689,B.Tech,83.44,5.74,EY
Parsa-Mannan College,TN,C,4872,B.Sc,36.15,18.06,EY
Borah-Shukla College,TN,B,4149,B.Tech,87.8,4.75,Deloitte
Chaudhuri Inc College,TN,B,1698,MBA,62.56,18.24,Wipro
"Uppal, Srinivas and Magar College",UP,B,4315,MBA,89.98,6.53,Wipro
"Oommen, Arora and Bhandari College",WB,A,3488,MCA,74.89,19.18,TCS
"Hayre, Dyal and Kuruvilla College",MH,B,559,MCA,85.51,18.02,EY
Mahajan Inc College,KA,A,4774,B.Sc,84.44,15.63,Infosys
Borde-Vyas College,Delhi,A,4631,B.Tech,56.72,3.88,EY
"Barad, Bose and Yadav College",WB,B,3865,MCA,88.73,13.96,TCS
"Datta, Parmar and Chadha College",WB,A,1817,B.Sc,90.87,13.93,Deloitte
Sabharwal-Jaggi College,KA,A,1149,B.Tech,70.97,4.63,EY
Gulati-Kunda College,Delhi,C,2716,MCA,95.77,3.01,Deloitte
Sule LLC College,MH,C,2927,MBA,89.12,19.76,Wipro
Dar PLC College,TN,C,866,MBA,96.34,16.71,Accenture
Kothari-Dugal College,KA,B,1411,MCA,53.18,16.99,Infosys
Rajan-Mohanty College,UP,B,539,MBA,52.09,18.54,Accenture
"Sekhon, Rai and Deshmukh College",Delhi,B,2494,B.Sc,99.74,18.36,Accenture
"Thakur, Sundaram and Madan College",TN,C,3925,B.Tech,74.34,8.02,EY
Varma Ltd College,KA,B,3091,MBA,80.92,11.38,Wipro
Sachdeva-Desai College,WB,C,2291,B.Sc,49.56,18.84,Wipro
Sabharwal-Choudhry College,TN,C,2960,B.Sc,70.46,17.42,EY
Chacko Inc College,WB,C,4488,B.Sc,85.17,4.8,EY
Chandra Ltd College,WB,C,926,B.Sc,98.45,14.42,Accenture
"Saxena, Shenoy and Narasimhan College",MH,B,3844,MCA,39.43,10.02,EY
"Choudhury, Bal and Varghese College",UP,B,4596,MBA,71.7,14.64,Deloitte
Sathe-Chaudhari College,Delhi,B,4657,MBA,33.09,6.8,Infosys
Chana-Bahl College,TN,B,3528,B.Tech,35.63,15.46,Deloitte
Johal-Dhillon College,MH,B,1685,MCA,87.15,12.33,Deloitte
Badami-Kibe College,TN,A,3501,MCA,56.37,3.92,Infosys
"Nayar, Nazareth and Nayak College",KA,A,3681,B.Tech,32.11,15.5,TCS
Anand-Sur College,Delhi,B,3241,B.Tech,99.91,13.85,Wipro
Sodhi Ltd College,WB,C,3755,MCA,69.13,14.88,EY
Mann Ltd College,WB,A,988,MBA,30.99,16.91,Accenture
Yadav Group College,WB,B,4841,MCA,87.36,9.42,Wipro
Reddy-Arya College,UP,A,2670,MBA,60.5,13.04,TCS
Chandran PLC College,MH,A,785,B.Sc,46.12,13.92,TCS
"Kari, Varghese and Shukla College",Delhi,B,844,MCA,73.44,16.27,Deloitte
Hari Inc College,KA,C,4615,B.Sc,57.07,14.28,Wipro
Bhatt Ltd College,Delhi,A,2516,B.Tech,50.89,11.53,Deloitte
Cheema-Bandi College,Delhi,C,2894,MCA,57.34,10.91,EY
Chadha PLC College,WB,A,1476,MBA,93.86,12.19,Wipro
"Sundaram, Dutta and Subramaniam College",TN,C,1131,MBA,98.07,4.95,Infosys
"Sarraf, Biswas and Sant College",TN,A,3010,MBA,42.79,4.42,EY
Dhawan-Dasgupta College,TN,A,4114,B.Sc,86.46,16.36,TCS
Reddy Group College,KA,A,2762,MCA,67.32,5.42,Deloitte
"Kohli, Parmer and Kumar College",TN,A,2362,MBA,45.15,13.76,Infosys
Oommen Group College,MH,A,3027,MBA,35.91,12.17,Infosys
Dave-Krishna College,WB,B,2850,MBA,31.65,10.99,TCS
Misra Group College,WB,A,3658,B.Sc,56.52,8.47,Deloitte
Dhar Ltd College,KA,B,1877,B.Tech,38.62,17.36,Wipro
"Chanda, Raval and Nadig College",MH,B,910,MBA,84.78,4.63,Accenture
"Gandhi, Kakar and Wali College",TN,B,3440,B.Tech,67.6,7.81,Wipro
"Thaker, Apte and Buch College",KA,C,1587,MBA,96.72,18.24,Deloitte
Deshpande and Sons College,TN,C,3248,B.Sc,72.59,15.23,TCS
Jaggi-Chahal College,KA,B,4172,MBA,37.61,3.99,TCS
"Nadig, Chatterjee and Balay College",TN,C,1829,B.Sc,71.68,16.94,Wipro
Wason LLC College,MH,A,2256,MBA,56.17,16.89,Deloitte
"Palla, Gara and Dutta College",MH,C,520,B.Tech,74.11,13.93,Wipro
Rao-Gara College,UP,B,1042,B.Sc,80.63,6.21,Deloitte
Nigam-Natarajan College,UP,C,3265,MCA,33.14,9.88,Accenture
"Nadig, Kuruvilla and Mani College",TN,C,3559,MCA,65,17.05,Infosys
Srivastava-Shetty College,Delhi,B,3254,MBA,93.22,15.79,EY
Talwar and Sons College,UP,C,1630,B.Tech,72.19,13.47,Deloitte
"Swamy, Sachar and Mahal College",MH,C,1056,B.Tech,48.15,4.15,TCS
Manda-Brar College,WB,A,2174,MBA,59.16,10.77,Accenture
Dewan LLC College,MH,A,3330,MBA,46.79,8.99,Infosys
Mand Ltd College,UP,B,1114,B.Tech,85.61,6.19,Accenture
Nagarajan and Sons College,MH,A,3182,MBA,90.73,14.58,Wipro
Dube Group College,MH,B,2731,B.Tech,66.88,6.95,Accenture
Cheema-Srivastava College,TN,A,3661,MBA,34.16,6.44,Deloitte
"Agate, Kala and Tara College",TN,A,3229,B.Tech,58.26,7.93,Deloitte
Chada PLC College,MH,A,857,MCA,49.98,10.95,Infosys
Varughese-Dube College,Delhi,B,1713,B.Sc,98.66,8.35,Infosys
"Dhar, Puri and Dugar College",KA,A,3269,B.Tech,42.01,9.47,Deloitte
Ravel LLC College,MH,B,4487,MCA,67.44,13.3,Infosys
Contractor Group College,UP,C,2908,B.Sc,39.85,10.39,Wipro
"Badal, Sama and Vyas College",MH,A,1527,MBA,62.76,15.02,Wipro
"Bumb, Pau and Agate College",UP,B,2193,B.Sc,63.1,10.59,Deloitte
Jayaraman and Sons College,TN,A,3577,MCA,53.91,3.98,Infosys
"Kumer, Walia and Lanka College",MH,A,2506,B.Tech,50.28,19.91,EY
Ranganathan Group College,WB,C,4057,B.Tech,51.3,8.31,Deloitte
More-Mann College,TN,C,1193,B.Sc,66.63,3.5,Wipro
Nayak LLC College,KA,A,725,MBA,41.2,14.9,Wipro
Iyer-Bhavsar College,MH,A,885,MBA,43.17,5.24,EY
Loke-Ravi College,TN,C,3439,MCA,93.98,15.31,Deloitte
Chatterjee-Dash College,MH,A,1674,MCA,34.08,18.22,Accenture
Bansal-Joshi College,MH,A,1915,B.Sc,86.79,18.74,Deloitte
"Guha, Tank and Reddy College",KA,C,1089,B.Tech,60.01,7.05,Accenture
"Varghese, Sachdev and Mannan College",MH,A,3566,MBA,48.96,17.22,Accenture
Thakur LLC College,WB,B,2475,B.Tech,40.44,5.31,Deloitte
Nayak PLC College,KA,A,4261,MCA,53.84,16.32,Deloitte
Rama and Sons College,MH,A,3640,MBA,30.29,14.69,TCS
"Pillay, Ahuja and Munshi College",MH,A,2528,MBA,51,18.34,TCS
Sodhi Ltd College,TN,C,4967,B.Sc,62.64,5.89,EY
Sachdev Group College,TN,A,4670,B.Sc,40.42,12,Infosys
"Bhattacharyya, Nazareth and Chaudhuri College",WB,C,3621,B.Tech,84.2,4.51,Accenture
Din Group College,KA,C,3785,MBA,66.24,3.14,EY
Kaur-Soni College,Delhi,B,4087,MBA,87.31,7.88,TCS
"Chakrabarti, Lall and Korpal College",UP,C,936,MCA,34.86,17.9,Deloitte
Loke-Singhal College,WB,C,2906,B.Tech,90.55,11.91,Accenture
Sharaf Inc College,MH,A,1849,B.Sc,56.35,19.55,Wipro
Koshy Inc College,TN,B,3392,B.Sc,61.87,14.67,EY
Kumer Inc College,Delhi,A,3504,MBA,46.17,4.92,TCS
"Batra, Aggarwal and Bhatia College",MH,C,3889,B.Tech,36.18,3.08,Infosys
Chawla PLC College,UP,A,3432,MBA,41.98,3.21,Wipro
Lad-Bala College,WB,B,4778,B.Tech,79.19,14.51,Wipro
"Mander, Sastry and Borde College",WB,B,2582,B.Sc,87.03,4.73,TCS
Mangal LLC College,Delhi,B,3885,B.Sc,64.67,19.81,Wipro
"Kapur, Nagy and Luthra College",TN,B,4384,MBA,48.19,7.7,TCS
Kapadia-Sachdev College,WB,B,4097,MCA,51.24,3.24,Accenture
Mishra-Dhar College,WB,A,2992,B.Sc,85.47,16.03,EY
Sha-Prabhakar College,WB,B,4749,B.Tech,60.77,4.25,Deloitte
Ben Ltd College,TN,A,1635,MCA,42.33,18.31,Accenture
Ramanathan-Dugal College,TN,A,720,B.Tech,32.55,19.7,EY
Zacharia Ltd College,MH,B,3125,MCA,91.92,11.03,TCS
"Kuruvilla, Bedi and Korpal College",KA,A,1680,MBA,78,17.56,EY
"Ganesh, Dhawan and Rau College",Delhi,A,1902,B.Tech,61.95,15.54,TCS
Vala LLC College,WB,A,4745,B.Tech,98.08,17.72,TCS
"Wagle, Parmer and Naik College",KA,B,3096,MBA,87.85,9.32,Deloitte
"Srivastava, Sheth and Chhabra College",UP,C,3048,B.Sc,87.19,11.43,TCS
Comar-Puri College,Delhi,C,559,B.Sc,53.86,8.11,Wipro
Badami Group College,MH,C,4633,B.Tech,64.53,14.79,Deloitte
Vora-Badal College,UP,A,2081,MCA,51.56,4.42,Infosys
Pandit-Kannan College,WB,A,3191,MBA,83.98,15.15,Wipro
Bhardwaj Group College,WB,A,854,B.Tech,91.22,8.89,Accenture
Kara-Butala College,KA,A,1897,MBA,86.93,12.78,Infosys
Verma-Manne College,KA,C,3163,B.Sc,96.99,12.47,EY
Trivedi and Sons College,WB,B,1272,MBA,44.36,4.15,Infosys
Sabharwal-Zacharia College,WB,B,2566,B.Tech,90.23,18.8,Infosys
Sood Group College,MH,A,1300,MCA,92.38,7.26,TCS
Bhatnagar-Tripathi College,TN,A,1197,MBA,83.17,11.82,Infosys
Dewan-Shetty College,Delhi,B,2355,B.Sc,98.26,9.82,EY
"Sangha, Parikh and Kapadia College",UP,B,3971,MBA,94.63,10.01,Wipro
Dasgupta Inc College,TN,A,3653,B.Sc,50.24,17.79,Infosys
"Sarna, Butala and Naidu College",TN,A,4402,MCA,38.48,15.71,EY
Varghese PLC College,UP,B,3232,MCA,92.61,11.47,Infosys
Parmar and Sons College,WB,B,4791,MCA,48.05,18.85,TCS
Thakur-Rai College,TN,B,1495,MBA,79.73,3.07,Infosys
Lad-Lad College,KA,A,2372,MCA,47.04,7.44,Wipro
Sama-Mukhopadhyay College,WB,C,2519,B.Tech,45.19,7.59,Deloitte
Bawa and Sons College,Delhi,A,3257,B.Tech,63.23,9.44,TCS
Magar-Anand College,UP,B,3751,MBA,90.5,12.93,TCS
Minhas-Pant College,KA,B,3623,B.Tech,76.97,10.97,Deloitte
"Merchant, Aggarwal and Pathak College",KA,A,3391,B.Tech,58.49,19.37,Wipro
Sahni and Sons College,Delhi,B,3037,B.Tech,59.69,5.7,Deloitte
"Reddy, Parmer and Tailor College",MH,B,4718,MCA,67.66,16.12,TCS
"Mishra, Hayre and Sandal College",TN,A,3338,B.Tech,90.6,11.83,EY
Raman Ltd College,TN,C,2323,MCA,56.46,17.66,Accenture
"Dhingra, Garg and Srivastava College",KA,A,1101,MCA,35.97,8.33,Infosys
"Chaudry, Narasimhan and Comar College",MH,B,2689,B.Sc,77.06,16.28,EY
"Shah, Grewal and Sen College",UP,A,1690,MBA,64.47,11.44,Wipro
Trivedi-Srivastava College,MH,A,3600,B.Sc,35.45,4.19,Accenture
"Anne, Sankar and Lal College",Delhi,A,2253,B.Tech,91.94,12.73,Infosys
Dalal-Baria College,KA,B,827,B.Tech,41.5,12.55,EY
Kadakia-Borde College,WB,A,1779,MBA,89.47,9.13,TCS
Choudhury-Barad College,KA,C,1724,B.Tech,69.88,18.33,EY
"Mishra, Bhandari and Sarraf College",MH,B,3085,B.Tech,61.95,5.63,EY
Nadig and Sons College,UP,C,2238,B.Tech,75.79,10.85,Infosys
Suresh Inc College,UP,C,2184,B.Tech,59.73,14.23,Infosys
Venkatesh-Khare College,MH,C,2932,B.Tech,33.96,4.35,TCS
Oak Inc College,Delhi,A,2421,MBA,58.4,16.35,Infosys
"Basu, Prabhu and Garg College",TN,A,2334,MCA,54.72,15.13,Wipro
Munshi LLC College,Delhi,B,4553,B.Tech,81.61,13.87,EY
Mitra Inc College,WB,B,3646,B.Sc,43.61,3.74,Accenture
"Nagar, Bala and Chandran College",UP,C,4626,B.Tech,52.61,7.71,TCS
"Barman, Raj and Bandi College",MH,B,3955,MCA,60.95,5.99,TCS
"Bhat, Balay and Ahluwalia College",UP,C,3984,B.Tech,90.84,15.29,Wipro
Yadav-Lad College,WB,C,3858,MCA,87.74,3.1,Infosys
"Goswami, Parekh and Dhar College",Delhi,A,855,MBA,36.33,7.52,Deloitte
"Sankaran, Thakur and Bhatia College",MH,C,670,MBA,31.58,7.89,Accenture
Shah and Sons College,MH,C,3736,B.Sc,66.67,10.61,EY
"Swamy, Narayanan and Bhavsar College",TN,A,1383,B.Tech,50.79,4.28,Wipro
Shukla-Trivedi College,KA,C,3741,MBA,66.35,13.94,TCS
Golla Inc College,WB,C,2242,MBA,50.09,19.02,Deloitte
Narain-Magar College,TN,B,2892,B.Sc,58.89,10.5,TCS
"Sura, Contractor and Vora College",MH,A,1720,MBA,98.9,5.29,Deloitte
"Ray, Khatri and Borra College",MH,C,4795,B.Sc,36.33,18.75,Accenture
"Sule, Zacharia and Wason College",Delhi,B,3250,B.Tech,46.93,11.21,TCS
